DOR Code,Municipality,Year,Single Family Values,Single Family Parcels,Average Single Family Value ,Single Family Tax Bill*,Rank**
266,Sharon,2017,2815686500.00 ,5323.00 ,528966.00 ,10378.00 ,
267,Sheffield,2009,396802200.00 ,1297.00 ,305938.00 ,3708.00 ,161
267,Sheffield,2010,415875400.00 ,1304.00 ,318923.00 ,3897.00 ,154
267,Sheffield,2011,416819900.00 ,1306.00 ,319158.00 ,3989.00 ,155
267,Sheffield,2012,419210500.00 ,1313.00 ,319277.00 ,4100.00 ,157
267,Sheffield,2013,405833500.00 ,1310.00 ,309797.00 ,4133.00 ,168
267,Sheffield,2014,401376200.00 ,1315.00 ,305229.00 ,4194.00 ,175
267,Sheffield,2015,402945900.00 ,1321.00 ,305031.00 ,4420.00 ,169
267,Sheffield,2016,406761400.00 ,1326.00 ,306758.00 ,4399.00 ,181
267,Sheffield,2017,397749500.00 ,1328.00 ,299510.00 ,4397.00 ,
268,Shelburne,2009,112790400.00 ,471.00 ,239470.00 ,2969.00 ,248
268,Shelburne,2010,113583400.00 ,471.00 ,241154.00 ,3058.00 ,249
268,Shelburne,2011,113639800.00 ,472.00 ,240762.00 ,3048.00 ,256
268,Shelburne,2012,114413900.00 ,471.00 ,242917.00 ,3104.00 ,258
268,Shelburne,2013,115613500.00 ,473.00 ,244426.00 ,3175.00 ,257
268,Shelburne,2014,114272000.00 ,476.00 ,240067.00 ,3270.00 ,263
268,Shelburne,2015,113645055.00 ,474.00 ,239758.00 ,3330.00 ,263
268,Shelburne,2016,115500655.00 ,478.00 ,241633.00 ,3494.00 ,261
268,Shelburne,2017,120048900.00 ,493.00 ,243507.00 ,3616.00 ,
269,Sherborn,2009,996745300.00 ,1323.00 ,753398.00 ,12446.00 ,2
269,Sherborn,2010,960004000.00 ,1326.00 ,723985.00 ,12626.00 ,2
269,Sherborn,2011,980253800.00 ,1324.00 ,740373.00 ,13119.00 ,2
269,Sherborn,2012,985677900.00 ,1327.00 ,742787.00 ,13534.00 ,2
269,Sherborn,2013,933525200.00 ,1326.00 ,704016.00 ,13883.00 ,2
269,Sherborn,2014,933710400.00 ,1325.00 ,704687.00 ,14333.00 ,2
269,Sherborn,2015,958422500.00 ,1323.00 ,724431.00 ,14720.00 ,2
269,Sherborn,2016,971459000.00 ,1323.00 ,734285.00 ,15104.00 ,2
269,Sherborn,2017,995940000.00 ,1321.00 ,753929.00 ,15425.00 ,
270,Shirley,2009,423995490.00 ,1406.00 ,301562.00 ,3447.00 ,182
270,Shirley,2010,409229390.00 ,1410.00 ,290234.00 ,3573.00 ,179
270,Shirley,2011,380600290.00 ,1431.00 ,265968.00 ,3641.00 ,185
270,Shirley,2012,382591480.00 ,1444.00 ,264953.00 ,3969.00 ,170
270,Shirley,2013,380618860.00 ,1457.00 ,261235.00 ,4088.00 ,170
270,Shirley,2014,367378390.00 ,1463.00 ,251113.00 ,4206.00 ,173
270,Shirley,2015,381230530.00 ,1487.00 ,256376.00 ,4438.00 ,168
270,Shirley,2016,411667950.00 ,1502.00 ,274080.00 ,4525.00 ,172
270,Shirley,2017,429510230.00 ,1522.00 ,282201.00 ,4662.00 ,
271,Shrewsbury,2009,3552273792.00 ,8992.00 ,395048.00 ,3824.00 ,149
271,Shrewsbury,2010,3403292000.00 ,9012.00 ,377640.00 ,3893.00 ,155
271,Shrewsbury,2011,3359008800.00 ,9061.00 ,370711.00 ,3955.00 ,157
271,Shrewsbury,2012,3389541500.00 ,9098.00 ,372559.00 ,4139.00 ,156
271,Shrewsbury,2013,3387789755.00 ,9148.00 ,370331.00 ,4322.00 ,151
271,Shrewsbury,2014,3385300300.00 ,9190.00 ,368368.00 ,4483.00 ,152
271,Shrewsbury,2015,3518931500.00 ,9235.00 ,381043.00 ,5030.00 ,123
271,Shrewsbury,2016,3691375869.00 ,9267.00 ,398336.00 ,5178.00 ,129
271,Shrewsbury,2017,3821907838.00 ,9298.00 ,411046.00 ,5274.00 ,
272,Shutesbury,2009,203395400.00 ,780.00 ,260763.00 ,4532.00 ,96
272,Shutesbury,2010,190418400.00 ,781.00 ,243814.00 ,4574.00 ,104
272,Shutesbury,2011,191887600.00 ,784.00 ,244755.00 ,4741.00 ,100
272,Shutesbury,2012,193976800.00 ,785.00 ,247104.00 ,4833.00 ,106
272,Shutesbury,2013,193981800.00 ,784.00 ,247426.00 ,5015.00 ,104
272,Shutesbury,2014,191965700.00 ,784.00 ,244854.00 ,5044.00 ,113
272,Shutesbury,2015,190786700.00 ,783.00 ,243661.00 ,5246.00 ,111
272,Shutesbury,2016,191295050.00 ,780.00 ,245250.00 ,5415.00 ,116
272,Shutesbury,2017,179998250.00 ,741.00 ,242913.00 ,5529.00 ,
273,Somerset,2009,,,,,
273,Somerset,2010,,,,,
273,Somerset,2011,,,,,
273,Somerset,2012,,,,,
273,Somerset,2013,,,,,
273,Somerset,2014,,,,,
273,Somerset,2015,,,,,
273,Somerset,2016,,,,,
273,Somerset,2017,,,,,
274,Somerville,2009,,,,,
274,Somerville,2010,,,,,
274,Somerville,2011,,,,,
274,Somerville,2012,,,,,
274,Somerville,2013,,,,,
274,Somerville,2014,,,,,
274,Somerville,2015,,,,,
274,Somerville,2016,,,,,
274,Somerville,2017,,,,,
275,South Hadley,2009,1081208400.00 ,4268.00 ,253329.00 ,3182.00 ,219
275,South Hadley,2010,994493100.00 ,4276.00 ,232576.00 ,3254.00 ,224
275,South Hadley,2011,1001127600.00 ,4286.00 ,233581.00 ,3354.00 ,228
275,South Hadley,2012,1007624900.00 ,4303.00 ,234168.00 ,3449.00 ,230
275,South Hadley,2013,1012140600.00 ,4311.00 ,234781.00 ,3501.00 ,232
275,South Hadley,2014,970325900.00 ,4325.00 ,224353.00 ,3682.00 ,224
275,South Hadley,2015,974573000.00 ,4335.00 ,224815.00 ,3840.00 ,220
275,South Hadley,2016,1005057000.00 ,4337.00 ,231740.00 ,4069.00 ,212
275,South Hadley,2017,1022530800.00 ,4347.00 ,235227.00 ,4194.00 ,
276,Southampton,2009,544851500.00 ,1970.00 ,276574.00 ,3335.00 ,193
276,Southampton,2010,558728400.00 ,1994.00 ,280205.00 ,3463.00 ,194
276,Southampton,2011,569716000.00 ,2016.00 ,282597.00 ,3662.00 ,181
276,Southampton,2012,549387900.00 ,2045.00 ,268649.00 ,3764.00 ,184
276,Southampton,2013,560235600.00 ,2068.00 ,270907.00 ,3912.00 ,185
276,Southampton,2014,547368300.00 ,2098.00 ,260900.00 ,3966.00 ,191
276,Southampton,2015,557743400.00 ,2115.00 ,263708.00 ,4143.00 ,189
276,Southampton,2016,567789300.00 ,2140.00 ,265322.00 ,4290.00 ,188
276,Southampton,2017,586620300.00 ,2154.00 ,272340.00 ,4445.00 ,
277,Southborough,2009,1542985700.00 ,2773.00 ,556432.00 ,7879.00 ,23
277,Southborough,2010,1521871800.00 ,2774.00 ,548620.00 ,7714.00 ,25
277,Southborough,2011,1415148300.00 ,2776.00 ,509780.00 ,7942.00 ,25
277,Southborough,2012,1444261500.00 ,2797.00 ,516361.00 ,8334.00 ,24
277,Southborough,2013,1455493400.00 ,2808.00 ,518338.00 ,8573.00 ,25
277,Southborough,2014,1509867500.00 ,2816.00 ,536175.00 ,8675.00 ,27
277,Southborough,2015,1579494300.00 ,2834.00 ,557337.00 ,8929.00 ,28
277,Southborough,2016,1631601200.00 ,2835.00 ,575521.00 ,9105.00 ,27
277,Southborough,2017,1643439400.00 ,2846.00 ,577456.00 ,9459.00 ,
278,Southbridge,2009,551562100.00 ,2657.00 ,207588.00 ,2618.00 ,288
278,Southbridge,2010,488817600.00 ,2665.00 ,183421.00 ,2781.00 ,280
278,Southbridge,2011,445983300.00 ,2680.00 ,166412.00 ,2852.00 ,279
278,Southbridge,2012,445231717.00 ,2692.00 ,165391.00 ,2949.00 ,279
278,Southbridge,2013,440529000.00 ,2695.00 ,163462.00 ,3019.00 ,277
278,Southbridge,2014,423306000.00 ,2701.00 ,156722.00 ,3078.00 ,289
278,Southbridge,2015,431229500.00 ,2713.00 ,158949.00 ,3236.00 ,279
278,Southbridge,2016,443239200.00 ,2715.00 ,163256.00 ,3299.00 ,284
278,Southbridge,2017,449502500.00 ,2699.00 ,166544.00 ,3426.00 ,
279,Southwick,2009,775154300.00 ,2988.00 ,259422.00 ,3256.00 ,206
279,Southwick,2010,759728500.00 ,2982.00 ,254771.00 ,3424.00 ,198
279,Southwick,2011,764882400.00 ,2993.00 ,255557.00 ,3435.00 ,215
279,Southwick,2012,771878900.00 ,3004.00 ,256950.00 ,3656.00 ,197
279,Southwick,2013,730203800.00 ,3046.00 ,239725.00 ,3711.00 ,203
279,Southwick,2014,735951500.00 ,3061.00 ,240428.00 ,4102.00 ,179
279,Southwick,2015,741114700.00 ,3073.00 ,241170.00 ,4085.00 ,197
279,Southwick,2016,754865100.00 ,3051.00 ,247416.00 ,4231.00 ,195
279,Southwick,2017,761385800.00 ,3060.00 ,248819.00 ,4412.00 ,
280,Spencer,2009,784294100.00 ,3052.00 ,256977.00 ,2249.00 ,314
280,Spencer,2010,712840000.00 ,3015.00 ,236431.00 ,2322.00 ,313
280,Spencer,2011,659176400.00 ,3028.00 ,217694.00 ,2410.00 ,314
280,Spencer,2012,617104600.00 ,3038.00 ,203129.00 ,2494.00 ,316
280,Spencer,2013,620651900.00 ,3040.00 ,204162.00 ,2607.00 ,311
280,Spencer,2014,627274500.00 ,3032.00 ,206885.00 ,2721.00 ,312
280,Spencer,2015,624610200.00 ,3037.00 ,205667.00 ,2811.00 ,313
280,Spencer,2016,617435200.00 ,3059.00 ,201842.00 ,2884.00 ,312
280,Spencer,2017,656394200.00 ,3074.00 ,213531.00 ,2985.00 ,
281,Springfield,2009,3611627500.00 ,25932.00 ,139273.00 ,2492.00 ,303
281,Springfield,2010,3578501400.00 ,25986.00 ,137709.00 ,2685.00 ,291
281,Springfield,2011,3524640300.00 ,26045.00 ,135329.00 ,2638.00 ,303
281,Springfield,2012,3483749200.00 ,26043.00 ,133769.00 ,2653.00 ,309
281,Springfield,2013,3313387300.00 ,26052.00 ,127184.00 ,2507.00 ,314
281,Springfield,2014,3436541400.00 ,26079.00 ,131774.00 ,2597.00 ,316
281,Springfield,2015,3432549300.00 ,26104.00 ,131495.00 ,2587.00 ,319
281,Springfield,2016,3523819300.00 ,26140.00 ,134806.00 ,2650.00 ,320
281,Springfield,2017,3716491200.00 ,26181.00 ,141954.00 ,2791.00 ,
282,Sterling,2009,847849600.00 ,2500.00 ,339140.00 ,4494.00 ,100
282,Sterling,2010,779876600.00 ,2505.00 ,311328.00 ,4449.00 ,109
282,Sterling,2011,743765900.00 ,2509.00 ,296439.00 ,4417.00 ,121
282,Sterling,2012,728899000.00 ,2510.00 ,290398.00 ,4545.00 ,125
282,Sterling,2013,711619000.00 ,2510.00 ,283514.00 ,4635.00 ,125
282,Sterling,2014,709361200.00 ,2513.00 ,282277.00 ,4779.00 ,125
282,Sterling,2015,726708900.00 ,2530.00 ,287237.00 ,4966.00 ,128
282,Sterling,2016,731019800.00 ,2544.00 ,287351.00 ,5267.00 ,127
282,Sterling,2017,758104300.00 ,2512.00 ,301793.00 ,5441.00 ,
283,Stockbridge,2009,573210500.00 ,1089.00 ,526364.00 ,3569.00 ,169
283,Stockbridge,2010,561595000.00 ,1092.00 ,514281.00 ,3595.00 ,176
283,Stockbridge,2011,544814200.00 ,1091.00 ,499371.00 ,3735.00 ,177
283,Stockbridge,2012,538429400.00 ,1091.00 ,493519.00 ,3766.00 ,183
283,Stockbridge,2013,516743100.00 ,1090.00 ,474076.00 ,3944.00 ,181
283,Stockbridge,2014,501398200.00 ,1091.00 ,459577.00 ,4026.00 ,186
283,Stockbridge,2015,546914500.00 ,1094.00 ,499922.00 ,4334.00 ,177
283,Stockbridge,2016,549967800.00 ,1091.00 ,504095.00 ,4834.00 ,152
283,Stockbridge,2017,552358000.00 ,1092.00 ,505822.00 ,4906.00 ,
284,Stoneham,2009,2062556000.00 ,5036.00 ,409562.00 ,4456.00 ,101
284,Stoneham,2010,2023804500.00 ,5039.00 ,401628.00 ,4615.00 ,101
284,Stoneham,2011,1949449600.00 ,5043.00 ,386565.00 ,4720.00 ,101
284,Stoneham,2012,1967873900.00 ,5056.00 ,389216.00 ,4908.00 ,101
284,Stoneham,2013,1928350300.00 ,5067.00 ,380570.00 ,4970.00 ,107
284,Stoneham,2014,1994479300.00 ,5079.00 ,392691.00 ,5297.00 ,96
284,Stoneham,2015,2127520100.00 ,5096.00 ,417488.00 ,5411.00 ,104
284,Stoneham,2016,2223769800.00 ,5111.00 ,435095.00 ,5526.00 ,107
284,Stoneham,2017,2356299900.00 ,5121.00 ,460125.00 ,5701.00 ,
285,Stoughton,2009,2146865000.00 ,6503.00 ,330135.00 ,3635.00 ,164
285,Stoughton,2010,1954739900.00 ,6505.00 ,300498.00 ,3744.00 ,167
285,Stoughton,2011,1850538700.00 ,6508.00 ,284348.00 ,3859.00 ,169
285,Stoughton,2012,1787584600.00 ,6514.00 ,274422.00 ,3979.00 ,167
285,Stoughton,2013,1777798800.00 ,6518.00 ,272752.00 ,4110.00 ,169
285,Stoughton,2014,1796105000.00 ,6542.00 ,274550.00 ,4321.00 ,165
285,Stoughton,2015,1962585500.00 ,6591.00 ,297767.00 ,4505.00 ,162
285,Stoughton,2016,2027920500.00 ,6604.00 ,307075.00 ,4597.00 ,167
285,Stoughton,2017,2172941300.00 ,6611.00 ,328686.00 ,4763.00 ,
286,Stow,2009,943851900.00 ,2036.00 ,463581.00 ,7084.00 ,32
286,Stow,2010,911042805.00 ,2047.00 ,445062.00 ,7379.00 ,30
286,Stow,2011,881069000.00 ,2055.00 ,428744.00 ,7310.00 ,36
286,Stow,2012,882774400.00 ,2057.00 ,429156.00 ,7682.00 ,35
286,Stow,2013,875841500.00 ,2066.00 ,423931.00 ,7788.00 ,37
286,Stow,2014,879913000.00 ,2072.00 ,424668.00 ,8141.00 ,34
286,Stow,2015,888431900.00 ,2075.00 ,428160.00 ,8555.00 ,34
286,Stow,2016,919098750.00 ,2078.00 ,442300.00 ,8837.00 ,35
286,Stow,2017,934995100.00 ,2081.00 ,449301.00 ,9251.00 ,
287,Sturbridge,2009,895774300.00 ,2968.00 ,301811.00 ,3821.00 ,150
287,Sturbridge,2010,824860900.00 ,2968.00 ,277918.00 ,4044.00 ,141
287,Sturbridge,2011,804652200.00 ,2981.00 ,269927.00 ,4370.00 ,124
287,Sturbridge,2012,771073950.00 ,2986.00 ,258230.00 ,4553.00 ,124
287,Sturbridge,2013,763733050.00 ,3000.00 ,254578.00 ,4570.00 ,134
287,Sturbridge,2014,722422350.00 ,3007.00 ,240247.00 ,4613.00 ,139
287,Sturbridge,2015,772242350.00 ,3021.00 ,255625.00 ,4918.00 ,132
287,Sturbridge,2016,789904050.00 ,3024.00 ,261212.00 ,5018.00 ,140
287,Sturbridge,2017,800752050.00 ,3010.00 ,266031.00 ,5161.00 ,
288,Sudbury,2009,3552718900.00 ,5366.00 ,662080.00 ,10123.00 ,8
288,Sudbury,2010,3505588100.00 ,5389.00 ,650508.00 ,10460.00 ,9
288,Sudbury,2011,3386110700.00 ,5392.00 ,627988.00 ,10695.00 ,9
288,Sudbury,2012,3346911700.00 ,5386.00 ,621410.00 ,10937.00 ,9
288,Sudbury,2013,3357225000.00 ,5390.00 ,622862.00 ,11205.00 ,8
288,Sudbury,2014,3455576200.00 ,5397.00 ,640277.00 ,11544.00 ,8
288,Sudbury,2015,3557802400.00 ,5399.00 ,658974.00 ,11598.00 ,10
288,Sudbury,2016,3671293900.00 ,5409.00 ,678738.00 ,12082.00 ,9
288,Sudbury,2017,3825941274.00 ,5421.00 ,705763.00 ,12520.00 ,
289,Sunderland,2009,214898500.00 ,746.00 ,288068.00 ,3486.00 ,177
289,Sunderland,2010,207463700.00 ,749.00 ,276988.00 ,3507.00 ,187
289,Sunderland,2011,207050500.00 ,753.00 ,274967.00 ,3520.00 ,198
289,Sunderland,2012,208128500.00 ,756.00 ,275302.00 ,3571.00 ,212
289,Sunderland,2013,209599700.00 ,760.00 ,275789.00 ,3704.00 ,205
289,Sunderland,2014,210384000.00 ,764.00 ,275372.00 ,3850.00 ,202
289,Sunderland,2015,210656100.00 ,763.00 ,276089.00 ,3951.00 ,209
289,Sunderland,2016,212755800.00 ,769.00 ,276666.00 ,4056.00 ,213
289,Sunderland,2017,215038400.00 ,773.00 ,278187.00 ,3989.00 ,
290,Sutton,2009,984466100.00 ,2815.00 ,349722.00 ,4022.00 ,127
290,Sutton,2010,959918400.00 ,2818.00 ,340638.00 ,4197.00 ,128
290,Sutton,2011,922363900.00 ,2824.00 ,326616.00 ,4328.00 ,129
290,Sutton,2012,900490500.00 ,2840.00 ,317074.00 ,4607.00 ,119
290,Sutton,2013,885905500.00 ,2847.00 ,311172.00 ,4845.00 ,114
290,Sutton,2014,867502000.00 ,2855.00 ,303854.00 ,5129.00 ,107
290,Sutton,2015,901540500.00 ,2874.00 ,313688.00 ,5232.00 ,112
290,Sutton,2016,941738800.00 ,2896.00 ,325186.00 ,5424.00 ,114
290,Sutton,2017,972975400.00 ,2915.00 ,333782.00 ,5507.00 ,
291,Swampscott,2009,1796403400.00 ,3419.00 ,525418.00 ,7534.00 ,27
291,Swampscott,2010,1628155900.00 ,3421.00 ,475930.00 ,7843.00 ,24
291,Swampscott,2011,1627172200.00 ,3427.00 ,474810.00 ,7882.00 ,27
291,Swampscott,2012,1596658100.00 ,3429.00 ,465634.00 ,8377.00 ,23
291,Swampscott,2013,1554460700.00 ,3429.00 ,453328.00 ,8541.00 ,26
291,Swampscott,2014,1576155500.00 ,3430.00 ,459521.00 ,8593.00 ,28
291,Swampscott,2015,1799074500.00 ,3443.00 ,522531.00 ,8961.00 ,27
291,Swampscott,2016,1797620900.00 ,3443.00 ,522109.00 ,9048.00 ,29
291,Swampscott,2017,1822855500.00 ,3448.00 ,528670.00 ,9225.00 ,
292,Swansea,2009,1667137500.00 ,5535.00 ,301199.00 ,2635.00 ,286
292,Swansea,2010,1558520900.00 ,5562.00 ,280209.00 ,2656.00 ,297
292,Swansea,2011,1521334200.00 ,5635.00 ,269979.00 ,2835.00 ,284
292,Swansea,2012,1489365100.00 ,5662.00 ,263046.00 ,2965.00 ,278
292,Swansea,2013,1446919000.00 ,5693.00 ,254158.00 ,3055.00 ,274
292,Swansea,2014,1415231200.00 ,5713.00 ,247721.00 ,3181.00 ,273
292,Swansea,2015,1444717300.00 ,5743.00 ,251561.00 ,3303.00 ,270
292,Swansea,2016,1509786500.00 ,5782.00 ,261118.00 ,3530.00 ,256
292,Swansea,2017,1628207300.00 ,5820.00 ,279761.00 ,3715.00 ,
293,Taunton,2009,2863894400.00 ,10238.00 ,279732.00 ,2540.00 ,297
293,Taunton,2010,2579544100.00 ,10252.00 ,251614.00 ,2612.00 ,302
293,Taunton,2011,2434766900.00 ,10311.00 ,236133.00 ,2765.00 ,295
293,Taunton,2012,2417905300.00 ,10337.00 ,233908.00 ,2917.00 ,283
293,Taunton,2013,2356010980.00 ,10386.00 ,226845.00 ,3124.00 ,264
293,Taunton,2014,2375884097.00 ,10434.00 ,227706.00 ,3327.00 ,253
293,Taunton,2015,2405276997.00 ,10491.00 ,229271.00 ,3441.00 ,252
293,Taunton,2016,2396365499.00 ,10529.00 ,227597.00 ,3569.00 ,253
293,Taunton,2017,2495681299.00 ,10576.00 ,235976.00 ,3707.00 ,
294,Templeton,2009,511959100.00 ,2379.00 ,215199.00 ,2195.00 ,318
294,Templeton,2010,452365100.00 ,2387.00 ,189512.00 ,2227.00 ,318
294,Templeton,2011,440326400.00 ,2396.00 ,183776.00 ,2306.00 ,319
294,Templeton,2012,429445100.00 ,2400.00 ,178935.00 ,2612.00 ,312
294,Templeton,2013,402321000.00 ,2401.00 ,167564.00 ,2366.00 ,324
294,Templeton,2014,404640000.00 ,2414.00 ,167622.00 ,2722.00 ,311
294,Templeton,2015,416180900.00 ,2414.00 ,172403.00 ,2869.00 ,310
294,Templeton,2016,421288500.00 ,2420.00 ,174086.00 ,2867.00 ,313
294,Templeton,2017,454415200.00 ,2406.00 ,188867.00 ,3045.00 ,
295,Tewksbury,2009,2576673300.00 ,7412.00 ,347635.00 ,3946.00 ,138
295,Tewksbury,2010,2384046100.00 ,7416.00 ,321473.00 ,4034.00 ,143
295,Tewksbury,2011,2294739000.00 ,7424.00 ,309097.00 ,4160.00 ,145
295,Tewksbury,2012,2343199300.00 ,7425.00 ,315582.00 ,4712.00 ,113
295,Tewksbury,2013,2461823600.00 ,7777.00 ,316552.00 ,4888.00 ,112
295,Tewksbury,2014,2450397000.00 ,7793.00 ,314436.00 ,5066.00 ,112
295,Tewksbury,2015,2551730700.00 ,7800.00 ,327145.00 ,5355.00 ,106
295,Tewksbury,2016,2681108500.00 ,7807.00 ,343424.00 ,5615.00 ,103
295,Tewksbury,2017,2796595600.00 ,7810.00 ,358079.00 ,5840.00 ,
296,Tisbury,2009,,,,,
296,Tisbury,2010,,,,,
296,Tisbury,2011,,,,,
296,Tisbury,2012,,,,,
296,Tisbury,2013,,,,,
296,Tisbury,2014,,,,,
296,Tisbury,2015,,,,,
296,Tisbury,2016,,,,,
296,Tisbury,2017,,,,,
297,Tolland,2009,154682400.00 ,488.00 ,316972.00 ,1471.00 ,332
297,Tolland,2010,155668100.00 ,491.00 ,317043.00 ,1509.00 ,332
297,Tolland,2011,155202500.00 ,493.00 ,314812.00 ,1713.00 ,333
297,Tolland,2012,145990300.00 ,492.00 ,296728.00 ,1780.00 ,333
297,Tolland,2013,139171700.00 ,493.00 ,282296.00 ,1903.00 ,333
297,Tolland,2014,139869500.00 ,493.00 ,283711.00 ,2054.00 ,333
297,Tolland,2015,145198700.00 ,491.00 ,295720.00 ,2055.00 ,333
297,Tolland,2016,150748400.00 ,492.00 ,306399.00 ,2108.00 ,333
297,Tolland,2017,146266900.00 ,492.00 ,297290.00 ,2402.00 ,
298,Topsfield,2009,1027248000.00 ,1836.00 ,559503.00 ,7206.00 ,29
298,Topsfield,2010,977312000.00 ,1836.00 ,532305.00 ,7383.00 ,29
298,Topsfield,2011,943172100.00 ,1839.00 ,512872.00 ,7606.00 ,30
298,Topsfield,2012,938002100.00 ,1848.00 ,507577.00 ,7842.00 ,31
298,Topsfield,2013,937100700.00 ,1852.00 ,505994.00 ,8071.00 ,30
298,Topsfield,2014,936271800.00 ,1862.00 ,502831.00 ,8126.00 ,37
298,Topsfield,2015,969204200.00 ,1869.00 ,518568.00 ,8530.00 ,35
298,Topsfield,2016,1001861400.00 ,1873.00 ,534897.00 ,8836.00 ,36
298,Topsfield,2017,1035488200.00 ,1876.00 ,551966.00 ,9345.00 ,
299,Townsend,2009,762309700.00 ,2765.00 ,275700.00 ,3761.00 ,154
299,Townsend,2010,689813900.00 ,2776.00 ,248492.00 ,3804.00 ,162
299,Townsend,2011,688112300.00 ,2795.00 ,246194.00 ,3875.00 ,168
299,Townsend,2012,655920200.00 ,2802.00 ,234090.00 ,3970.00 ,169
299,Townsend,2013,617831300.00 ,2808.00 ,220025.00 ,4018.00 ,177
299,Townsend,2014,595840800.00 ,2810.00 ,212043.00 ,4150.00 ,177
299,Townsend,2015,637257900.00 ,2825.00 ,225578.00 ,4311.00 ,178
299,Townsend,2016,638245000.00 ,2840.00 ,224734.00 ,4450.00 ,176
299,Townsend,2017,679191600.00 ,2858.00 ,237646.00 ,4674.00 ,
300,Truro,2009,1611352240.00 ,1996.00 ,807291.00 ,3827.00 ,148
300,Truro,2010,1546710640.00 ,2006.00 ,771042.00 ,4156.00 ,131
300,Truro,2011,1452502600.00 ,2007.00 ,723718.00 ,4118.00 ,148
300,Truro,2012,1449250100.00 ,2024.00 ,716033.00 ,4275.00 ,147
300,Truro,2013,1465090100.00 ,2033.00 ,720654.00 ,4338.00 ,148
300,Truro,2014,1450876400.00 ,2048.00 ,708436.00 ,4555.00 ,146
300,Truro,2015,1482141800.00 ,2051.00 ,722643.00 ,4791.00 ,141
300,Truro,2016,1520909700.00 ,2060.00 ,738306.00 ,4998.00 ,141
300,Truro,2017,1557730000.00 ,2078.00 ,749629.00 ,5232.00 ,
301,Tyngsborough,2009,1082827100.00 ,3075.00 ,352139.00 ,4419.00 ,103
301,Tyngsborough,2010,1002730800.00 ,3091.00 ,324403.00 ,4525.00 ,106
301,Tyngsborough,2011,985648900.00 ,3099.00 ,318054.00 ,4507.00 ,113
301,Tyngsborough,2012,983501800.00 ,3108.00 ,316442.00 ,4838.00 ,105
301,Tyngsborough,2013,970386700.00 ,3121.00 ,310922.00 ,5034.00 ,103
301,Tyngsborough,2014,968853300.00 ,3129.00 ,309637.00 ,5196.00 ,104
301,Tyngsborough,2015,1003113100.00 ,3142.00 ,319259.00 ,5415.00 ,103
301,Tyngsborough,2016,1037670600.00 ,3169.00 ,327444.00 ,5750.00 ,100
301,Tyngsborough,2017,1095573440.00 ,3175.00 ,345063.00 ,5921.00 ,
302,Tyringham,2009,129972070.00 ,254.00 ,511701.00 ,2917.00 ,251
302,Tyringham,2010,130838440.00 ,255.00 ,513092.00 ,2935.00 ,263
302,Tyringham,2011,121652700.00 ,244.00 ,498577.00 ,3011.00 ,262
302,Tyringham,2012,121886900.00 ,244.00 ,499536.00 ,2997.00 ,273
302,Tyringham,2013,122035600.00 ,246.00 ,496080.00 ,2976.00 ,287
302,Tyringham,2014,124308500.00 ,248.00 ,501244.00 ,3298.00 ,256
302,Tyringham,2015,123478500.00 ,248.00 ,497897.00 ,3316.00 ,266
302,Tyringham,2016,125254000.00 ,249.00 ,503028.00 ,3390.00 ,274
302,Tyringham,2017,125986300.00 ,250.00 ,503945.00 ,3528.00 ,
303,Upton,2009,841845700.00 ,2144.00 ,392652.00 ,4881.00 ,79
303,Upton,2010,851283500.00 ,2157.00 ,394661.00 ,5040.00 ,77
303,Upton,2011,812853400.00 ,2185.00 ,372015.00 ,5446.00 ,69
303,Upton,2012,824044900.00 ,2200.00 ,374566.00 ,5630.00 ,72
303,Upton,2013,766110500.00 ,2205.00 ,347442.00 ,5809.00 ,69
303,Upton,2014,785048300.00 ,2212.00 ,354904.00 ,6016.00 ,70
303,Upton,2015,811672300.00 ,2219.00 ,365783.00 ,6200.00 ,72
303,Upton,2016,828672400.00 ,2232.00 ,371269.00 ,6891.00 ,60
303,Upton,2017,878191800.00 ,2257.00 ,389097.00 ,7066.00 ,
304,Uxbridge,2009,1063517100.00 ,3288.00 ,323454.00 ,3729.00 ,156
304,Uxbridge,2010,1024236600.00 ,3288.00 ,311507.00 ,3909.00 ,152
304,Uxbridge,2011,960414300.00 ,3296.00 ,291388.00 ,3998.00 ,154
304,Uxbridge,2012,959928700.00 ,3298.00 ,291064.00 ,4395.00 ,137
304,Uxbridge,2013,909672700.00 ,3310.00 ,274826.00 ,4474.00 ,140
304,Uxbridge,2014,876090600.00 ,3311.00 ,264600.00 ,4580.00 ,142
304,Uxbridge,2015,909696700.00 ,3321.00 ,273923.00 ,4766.00 ,146
304,Uxbridge,2016,932153500.00 ,3338.00 ,279255.00 ,4907.00 ,146
304,Uxbridge,2017,977155100.00 ,3359.00 ,290907.00 ,4934.00 ,
305,Wakefield,2009,2463125900.00 ,6175.00 ,398887.00 ,4160.00 ,122
305,Wakefield,2010,2452540200.00 ,6196.00 ,395826.00 ,4307.00 ,121
305,Wakefield,2011,2480941500.00 ,6201.00 ,400087.00 ,4585.00 ,106
305,Wakefield,2012,2485448900.00 ,6202.00 ,400750.00 ,4769.00 ,111
305,Wakefield,2013,2493358800.00 ,6209.00 ,401572.00 ,4935.00 ,109
305,Wakefield,2014,2515588200.00 ,6229.00 ,403851.00 ,5161.00 ,105
305,Wakefield,2015,2597170400.00 ,6243.00 ,416013.00 ,5608.00 ,94
