JURISDICTIONCODE,NAME,YEAR,RESIDENTIAL,OPENSPACE,COMMERCIAL,INDUSTRIAL,PERSONALPROP,TOTAL,RO,CIP
280,Spencer,2016,"11,284,397",0,"872,902","524,540","360,803","13,042,642",86.52,13.48
281,Springfield,2009,"98,121,692",0,"39,678,022","8,985,811","16,293,449","163,078,974",60.17,39.83
281,Springfield,2010,"102,416,999",0,"41,291,657","8,999,581","18,108,366","170,816,603",59.96,40.04
281,Springfield,2011,"100,485,032",0,"40,746,253","7,203,647","18,049,935","166,484,867",60.36,39.64
281,Springfield,2012,"99,920,518",0,"40,388,752","6,671,232","22,408,714","169,389,216",58.99,41.01
281,Springfield,2013,"95,758,191",0,"40,821,680","6,226,104","24,597,362","167,403,337",57.20,42.80
281,Springfield,2014,"99,046,672",0,"41,576,807","6,346,596","25,986,897","172,956,972",57.27,42.73
281,Springfield,2015,"99,915,872",0,"44,823,416","6,522,304","24,849,791","176,111,383",56.73,43.27
281,Springfield,2016,"102,735,976",0,"46,335,239","6,630,469","26,194,691","181,896,375",56.48,43.52
282,Sterling,2009,"12,690,604",0,"628,190","797,877","422,388","14,539,059",87.29,12.71
282,Sterling,2010,"12,585,550",0,"640,051","855,014","455,690","14,536,305",86.58,13.42
282,Sterling,2011,"12,528,881",0,"678,117","870,263","538,893","14,616,154",85.72,14.28
282,Sterling,2012,"12,866,087",0,"621,800","847,299","592,766","14,927,952",86.19,13.81
282,Sterling,2013,"13,088,383",0,"651,057","846,852","604,838","15,191,130",86.16,13.84
282,Sterling,2014,"13,494,198",0,"652,063","858,960","704,403","15,709,624",85.90,14.10
282,Sterling,2015,"14,031,505",0,"666,480","877,255","721,452","16,296,692",86.10,13.90
282,Sterling,2016,"14,966,239",0,"755,448","987,356","799,941","17,508,984",85.48,14.52
283,Stockbridge,2009,"5,352,019",0,"330,119","26,213","226,766","5,935,117",90.18,9.82
283,Stockbridge,2010,"5,429,595",0,"336,911","26,889","237,272","6,030,667",90.03,9.97
283,Stockbridge,2011,"5,603,782",0,"346,503","28,628","254,059","6,232,972",89.91,10.09
283,Stockbridge,2012,"5,698,584",0,"335,737","27,333","225,021","6,286,675",90.65,9.35
283,Stockbridge,2013,"6,022,004",0,"360,914","29,643","275,857","6,688,418",90.04,9.96
283,Stockbridge,2014,"6,181,618",0,"383,234","31,042","295,389","6,891,283",89.70,10.30
283,Stockbridge,2015,"6,603,872",0,"425,839","31,054","308,297","7,369,062",89.62,10.38
283,Stockbridge,2016,"7,316,636",0,"453,233","34,183","346,352","8,150,404",89.77,10.23
284,Stoneham,2009,"30,402,187",0,"5,074,716","468,703","854,793","36,800,399",82.61,17.39
284,Stoneham,2010,"31,249,349",0,"5,261,632","480,134","827,732","37,818,847",82.63,17.37
284,Stoneham,2011,"31,865,091",0,"5,479,345","469,663","889,563","38,703,662",82.33,17.67
284,Stoneham,2012,"32,885,917",0,"5,552,944","459,335","944,639","39,842,835",82.54,17.46
284,Stoneham,2013,"33,600,292",0,"5,816,094","472,779","987,253","40,876,418",82.20,17.80
284,Stoneham,2014,"35,678,474",0,"6,032,979","495,293","1,058,764","43,265,510",82.46,17.54
284,Stoneham,2015,"36,807,085",0,"6,315,536","523,753","993,304","44,639,678",82.45,17.55
284,Stoneham,2016,"37,939,558",0,"6,409,926","548,632","1,099,359","45,997,475",82.48,17.52
285,Stoughton,2009,"31,185,451",0,"8,552,870","3,467,550","1,582,218","44,788,089",69.63,30.37
285,Stoughton,2010,"32,048,903",0,"9,398,174","3,793,712","2,173,072","47,413,861",67.59,32.41
285,Stoughton,2011,"32,798,740",0,"9,683,258","3,811,235","2,519,559","48,812,792",67.19,32.81
285,Stoughton,2012,"34,000,464",0,"9,808,001","3,886,085","2,660,214","50,354,764",67.52,32.48
285,Stoughton,2013,"35,278,105",0,"9,986,207","4,044,721","2,786,859","52,095,892",67.72,32.28
285,Stoughton,2014,"37,251,253",0,"10,168,671","4,236,439","2,754,893","54,411,256",68.46,31.54
285,Stoughton,2015,"39,047,711",0,"10,568,450","4,295,964","2,826,747","56,738,872",68.82,31.18
285,Stoughton,2016,"40,175,669",0,"11,288,788","4,722,535","3,130,852","59,317,844",67.73,32.27
286,Stow,2009,"16,841,558",0,"878,620","403,936","349,443","18,473,557",91.17,8.83
286,Stow,2010,"17,698,621",0,"919,565","417,504","364,708","19,400,398",91.23,8.77
286,Stow,2011,"17,722,977",0,"915,836","384,996","387,270","19,411,079",91.30,8.70
286,Stow,2012,"18,658,641",0,"1,003,062","408,116","415,379","20,485,198",91.08,8.92
286,Stow,2013,"19,017,119",0,"1,033,515","420,109","390,809","20,861,552",91.16,8.84
286,Stow,2014,"19,956,597",0,"1,088,770","437,126","459,034","21,941,527",90.95,9.05
286,Stow,2015,"21,018,055",0,"1,163,453","463,748","469,817","23,115,073",90.93,9.07
286,Stow,2016,"21,828,391",0,"1,131,729","449,970","555,980","23,966,070",91.08,8.92
287,Sturbridge,2009,"13,538,366",0,"2,449,691","453,794","702,750","17,144,601",78.97,21.03
287,Sturbridge,2010,"14,249,488","9,351","2,161,508","422,122","698,700","17,541,169",81.29,18.71
287,Sturbridge,2011,"15,368,737","8,998","2,258,176","465,398","708,371","18,809,680",81.75,18.25
287,Sturbridge,2012,"16,140,201","10,412","2,482,035","499,996","698,977","19,831,621",81.44,18.56
287,Sturbridge,2013,"16,150,067","12,027","2,965,422","606,695","865,646","20,599,857",78.46,21.54
287,Sturbridge,2014,"16,370,230","15,421","2,971,501","608,494","957,001","20,922,647",78.32,21.68
287,Sturbridge,2015,"17,342,480","17,363","2,628,853","534,349","879,066","21,402,111",81.11,18.89
287,Sturbridge,2016,"17,684,142","20,122","2,708,863","556,784","848,867","21,818,778",81.14,18.86
288,Sudbury,2009,"57,882,646",0,"3,029,560","1,197,306","1,153,611","63,263,123",91.50,8.50
288,Sudbury,2010,"59,811,853",0,"3,158,019","1,294,359","1,264,922","65,529,153",91.28,8.72
288,Sudbury,2011,"61,300,688",0,"3,241,074","1,355,624","1,521,120","67,418,506",90.93,9.07
288,Sudbury,2012,"62,775,313",0,"3,336,139","1,371,604","1,524,477","69,007,533",90.97,9.03
288,Sudbury,2013,"64,597,519",0,"3,457,322","1,397,166","1,574,403","71,026,410",90.95,9.05
288,Sudbury,2014,"66,340,257",0,"3,655,924","1,285,652","1,669,874","72,951,707",90.94,9.06
288,Sudbury,2015,"67,004,697",0,"3,672,747","1,282,619","1,589,518","73,549,581",91.10,8.90
288,Sudbury,2016,"70,036,621",0,"3,862,727","1,321,831","1,776,352","76,997,531",90.96,9.04
289,Sunderland,2009,"3,800,136",0,"305,385","61,872","91,660","4,259,053",89.22,10.78
289,Sunderland,2010,"3,854,533",0,"308,189","64,108","97,959","4,324,789",89.13,10.87
289,Sunderland,2011,"3,895,922",0,"312,780","66,883","107,793","4,383,378",88.88,11.12
289,Sunderland,2012,"3,949,534",0,"316,711","71,386","166,040","4,503,671",87.70,12.30
289,Sunderland,2013,"4,079,995",0,"326,202","73,891","154,701","4,634,789",88.03,11.97
289,Sunderland,2014,"4,214,461",0,"330,521","73,635","161,396","4,780,013",88.17,11.83
289,Sunderland,2015,"4,327,152",0,"334,035","75,374","101,298","4,837,859",89.44,10.56
289,Sunderland,2016,"4,451,269",0,"341,686","77,223","104,185","4,974,363",89.48,10.52
290,Sutton,2009,"13,491,272",0,"649,267","411,434","386,852","14,938,825",90.31,9.69
290,Sutton,2010,"14,024,682",0,"742,517","445,531","418,120","15,630,850",89.72,10.28
290,Sutton,2011,"14,388,635",0,"763,369","541,712","470,155","16,163,871",89.02,10.98
290,Sutton,2012,"15,324,858",0,"805,396","581,509","547,810","17,259,573",88.79,11.21
290,Sutton,2013,"16,241,735",0,"866,515","635,574","645,014","18,388,838",88.32,11.68
290,Sutton,2014,"17,237,316",0,"945,892","694,018","710,640","19,587,866",88,12
290,Sutton,2015,"17,729,410",0,"962,111","702,498","738,044","20,132,063",88.07,11.93
290,Sutton,2016,"18,465,616",0,"964,817","715,664","726,087","20,872,184",88.47,11.53
291,Swampscott,2009,"33,874,527",0,"3,681,593","377,688","790,670","38,724,478",87.48,12.52
291,Swampscott,2010,"35,219,129",0,"3,595,121","397,549","951,998","40,163,797",87.69,12.31
291,Swampscott,2011,"35,149,326",0,"3,562,092","344,781","1,031,909","40,088,108",87.68,12.32
291,Swampscott,2012,"36,951,660",0,"3,795,674","370,918","1,122,282","42,240,534",87.48,12.52
291,Swampscott,2013,"37,882,266",0,"3,959,523","375,225","1,175,160","43,392,174",87.30,12.70
291,Swampscott,2014,"38,479,939",0,"4,183,725","380,321","1,177,625","44,221,610",87.02,12.98
291,Swampscott,2015,"40,251,384",0,"3,944,871","359,542","1,076,107","45,631,904",88.21,11.79
291,Swampscott,2016,"41,386,871",0,"4,009,644","363,568","1,159,080","46,919,163",88.21,11.79
292,Swansea,2009,"16,449,410",0,"4,443,055","258,715","927,568","22,078,748",74.50,25.50
292,Swansea,2010,"16,655,605",0,"4,827,350","264,614","1,055,661","22,803,230",73.04,26.96
292,Swansea,2011,"17,965,342",0,"4,402,295","190,206","1,188,518","23,746,361",75.66,24.34
292,Swansea,2012,"18,558,838",0,"5,277,743","212,883","1,178,101","25,227,565",73.57,26.43
292,Swansea,2013,"19,245,723",0,"5,271,499","210,765","1,435,258","26,163,245",73.56,26.44
292,Swansea,2014,"20,066,261",0,"5,813,110","371,763","1,373,822","27,624,956",72.64,27.36
292,Swansea,2015,"20,958,863",0,"5,693,735","354,832","1,429,039","28,436,469",73.70,26.30
292,Swansea,2016,"22,459,197",0,"5,667,194","349,023","1,453,424","29,928,838",75.04,24.96
293,Taunton,2009,"40,648,411",0,"15,275,374","5,065,182","2,767,096","63,756,063",63.76,36.24
293,Taunton,2010,"41,835,715",0,"16,175,500","5,452,411","3,096,297","66,559,923",62.85,37.15
293,Taunton,2011,"42,746,381",0,"17,040,763","5,796,052","4,003,191","69,586,387",61.43,38.57
293,Taunton,2012,"44,899,826",0,"17,601,012","5,985,400","4,297,407","72,783,645",61.69,38.31
293,Taunton,2013,"47,568,210",0,"19,070,652","5,973,543","4,809,820","77,422,225",61.44,38.56
293,Taunton,2014,"50,434,650",0,"19,245,612","6,028,927","5,008,436","80,717,625",62.48,37.52
293,Taunton,2015,"52,216,949",0,"20,846,689","6,350,444","5,184,334","84,598,416",61.72,38.28
293,Taunton,2016,"54,944,009",0,"22,463,460","6,535,458","5,289,472","89,232,399",61.57,38.43
294,Templeton,2009,"6,331,714",0,"431,003","230,396","102,564","7,095,677",89.23,10.77
294,Templeton,2010,"6,462,752",0,"433,427","226,344","120,841","7,243,364",89.22,10.78
294,Templeton,2011,"6,708,971",0,"461,205","236,187","138,268","7,544,631",88.92,11.08
294,Templeton,2012,"7,514,376",0,"532,172","271,173","170,084","8,487,805",88.53,11.47
294,Templeton,2013,"6,772,370",0,"482,338","257,190","153,012","7,664,910",88.36,11.64
294,Templeton,2014,"7,768,715",0,"561,201","292,219","157,591","8,779,726",88.48,11.52
294,Templeton,2015,"8,152,774",0,"577,142","300,653","168,633","9,199,202",88.62,11.38
294,Templeton,2016,"8,118,274",0,"583,737","304,497","161,672","9,168,180",88.55,11.45
295,Tewksbury,2009,"37,701,187","8,083","6,468,885","4,542,114","3,055,557","51,775,826",72.83,27.17
295,Tewksbury,2010,"38,863,808",0,"6,697,727","4,913,798","3,314,475","53,789,808",72.25,27.75
295,Tewksbury,2011,"40,514,786",0,"7,023,315","4,962,612","3,609,565","56,110,278",72.21,27.79
295,Tewksbury,2012,"46,061,748",0,"8,004,527","5,540,221","4,099,140","63,705,636",72.30,27.70
295,Tewksbury,2013,"47,306,664",0,"9,605,251","5,298,203","4,024,278","66,234,396",71.42,28.58
295,Tewksbury,2014,"49,279,314",0,"9,513,082","5,503,166","4,235,085","68,530,647",71.91,28.09
295,Tewksbury,2015,"51,963,511",0,"9,581,640","5,388,608","4,510,493","71,444,252",72.73,27.27
295,Tewksbury,2016,"55,190,753",0,"9,621,539","5,356,545","4,848,999","75,017,836",73.57,26.43
296,Tisbury,2009,"14,002,314",0,"2,139,397","38,646","419,459","16,599,816",84.35,15.65
296,Tisbury,2010,"14,689,018",0,"2,166,629","38,833","395,615","17,290,095",84.96,15.04
296,Tisbury,2011,"15,753,694",0,"2,456,369","38,341","429,052","18,677,456",84.35,15.65
296,Tisbury,2012,"16,967,733",0,"1,743,347","29,797","293,197","19,034,074",89.14,10.86
296,Tisbury,2013,"17,295,618",0,"1,833,949","31,537","301,783","19,462,887",88.86,11.14
296,Tisbury,2014,"17,467,228",0,"1,879,508","31,469","298,969","19,677,174",88.77,11.23
296,Tisbury,2015,"19,187,237",0,"2,018,929","33,805","358,484","21,598,455",88.84,11.16
296,Tisbury,2016,"19,639,618",0,"2,075,547","49,974","389,720","22,154,859",88.65,11.35
297,Tolland,2009,"842,847",0,"19,650","1,619","34,560","898,676",93.79,6.21
297,Tolland,2010,"871,941",0,"20,064","1,774","33,686","927,465",94.01,5.99
297,Tolland,2011,"986,623",0,"22,578","1,818","40,563","1,051,582",93.82,6.18
297,Tolland,2012,"1,016,680",0,"24,304","3,894","49,456","1,094,334",92.90,7.10
297,Tolland,2013,"1,103,579",0,"29,260","6,309","64,778","1,203,926",91.67,8.33
297,Tolland,2014,"1,177,938",0,"27,002","6,777","71,951","1,283,668",91.76,8.24
297,Tolland,2015,"1,173,168",0,"27,642","9,815","72,975","1,283,600",91.40,8.60
297,Tolland,2016,"1,200,153",0,"29,633","15,018","89,218","1,334,022",89.97,10.03
298,Topsfield,2009,"14,827,465",0,"793,642","240,249","260,107","16,121,463",91.97,8.03
298,Topsfield,2010,"15,244,653",0,"855,611","261,983","273,637","16,635,884",91.64,8.36
298,Topsfield,2011,"15,756,331",0,"908,212","278,693","303,496","17,246,732",91.36,8.64
298,Topsfield,2012,"16,256,985",0,"933,887","285,774","325,794","17,802,440",91.32,8.68
298,Topsfield,2013,"16,811,521",0,"896,564","284,550","337,581","18,330,216",91.71,8.29
298,Topsfield,2014,"17,257,274",0,"897,505","283,685","359,408","18,797,872",91.80,8.20
298,Topsfield,2015,"18,465,133",0,"910,581","286,838","327,711","19,990,263",92.37,7.63
298,Topsfield,2016,"19,223,455",0,"975,571","290,910","433,391","20,923,327",91.88,8.12
299,Townsend,2009,"11,859,407",0,"543,920","276,198","258,861","12,938,386",91.66,8.34
299,Townsend,2010,"12,074,589",0,"559,799","290,518","294,366","13,219,272",91.34,8.66
299,Townsend,2011,"12,289,766",0,"572,213","290,625","325,499","13,478,103",91.18,8.82
299,Townsend,2012,"12,491,861",0,"604,065","314,462","365,869","13,776,257",90.68,9.32
299,Townsend,2013,"12,681,408",0,"640,880","334,956","403,357","14,060,601",90.19,9.81
299,Townsend,2014,"13,063,615",0,"664,651","344,125","450,226","14,522,617",89.95,10.05
299,Townsend,2015,"13,550,622",0,"644,140","325,434","447,200","14,967,396",90.53,9.47
299,Townsend,2016,"14,020,734",0,"659,665","356,368","459,695","15,496,462",90.48,9.52
300,Truro,2009,"9,972,772",0,"523,945","8,484","110,569","10,615,770",93.94,6.06
300,Truro,2010,"10,863,403",0,"559,777","9,608","127,778","11,560,566",93.97,6.03
300,Truro,2011,"10,689,780",0,"563,969","9,589","141,320","11,404,658",93.73,6.27
300,Truro,2012,"11,139,924",0,"588,017","10,026","144,228","11,882,195",93.75,6.25
300,Truro,2013,"11,328,054",0,"615,962","9,832","146,185","12,100,033",93.62,6.38
300,Truro,2014,"11,971,653",0,"615,998","10,372","157,618","12,755,641",93.85,6.15
300,Truro,2015,"12,667,677",0,"603,440","10,737","164,568","13,446,422",94.21,5.79
300,Truro,2016,"13,300,195",0,"624,946","11,091","173,805","14,110,037",94.26,5.74
301,Tyngsborough,2009,"16,124,057",0,"1,368,940","782,422","400,515","18,675,934",86.34,13.66
301,Tyngsborough,2010,"16,558,973",0,"1,428,195","780,758","586,030","19,353,956",85.56,14.44
301,Tyngsborough,2011,"16,751,132",0,"1,452,998","778,953","564,518","19,547,601",85.69,14.31
301,Tyngsborough,2012,"18,112,453",0,"1,566,576","837,404","612,126","21,128,559",85.72,14.28
301,Tyngsborough,2013,"18,973,096",0,"1,636,028","841,250","630,434","22,080,808",85.93,14.07
301,Tyngsborough,2014,"19,610,820",0,"1,734,555","783,775","603,760","22,732,910",86.27,13.73
301,Tyngsborough,2015,"20,421,667",0,"1,701,216","809,555","577,990","23,510,428",86.86,13.14
301,Tyngsborough,2016,"21,767,564",0,"1,785,217","860,349","602,895","25,016,025",87.01,12.99
302,Tyringham,2009,"1,001,949",0,"8,248",0,"48,632","1,058,829",94.63,5.37
302,Tyringham,2010,"1,010,833",0,"8,265",0,"47,795","1,066,893",94.75,5.25
302,Tyringham,2011,"1,048,113",0,"6,923",0,"51,787","1,106,823",94.70,5.30
302,Tyringham,2012,"1,047,427",0,"6,018",0,"52,971","1,106,416",94.67,5.33
302,Tyringham,2013,"1,056,219",0,"3,903",0,"70,871","1,130,993",93.39,6.61
302,Tyringham,2014,"1,170,307",0,"4,580",97,"81,535","1,256,519",93.14,6.86
302,Tyringham,2015,"1,169,237",0,"5,125",101,"90,619","1,265,082",92.42,7.58
302,Tyringham,2016,"1,197,865",0,"8,353",104,"93,383","1,299,705",92.16,7.84
303,Upton,2009,"12,243,062",0,"289,439","109,932","335,877","12,978,310",94.33,5.67
303,Upton,2010,"12,694,496",0,"300,351","113,536","343,004","13,451,387",94.37,5.63
303,Upton,2011,"13,806,157",0,"358,678","117,576","366,053","14,648,464",94.25,5.75
303,Upton,2012,"14,242,673",0,"376,467","123,457","380,474","15,123,071",94.18,5.82
303,Upton,2013,"14,707,033",0,"392,574","123,210","468,448","15,691,265",93.73,6.27
303,Upton,2014,"15,234,398",0,"365,348","174,676","454,492","16,228,914",93.87,6.13
303,Upton,2015,"15,694,807",0,"366,769","175,096","469,859","16,706,531",93.94,6.06
303,Upton,2016,"17,527,594",0,"400,051","191,581","505,720","18,624,946",94.11,5.89
304,Uxbridge,2009,"16,721,053",0,"947,116","919,056","611,885","19,199,110",87.09,12.91
304,Uxbridge,2010,"17,318,417",0,"996,105","963,816","664,315","19,942,653",86.84,13.16
304,Uxbridge,2011,"17,782,357",0,"1,069,559","1,050,442","765,222","20,667,580",86.04,13.96
304,Uxbridge,2012,"19,570,505",0,"1,188,233","1,186,987","842,116","22,787,841",85.88,14.12
304,Uxbridge,2013,"20,076,593",0,"1,291,925","1,230,350","925,919","23,524,787",85.34,14.66
304,Uxbridge,2014,"20,639,519",0,"1,427,210","1,330,056","891,443","24,288,228",84.98,15.02
304,Uxbridge,2015,"21,325,075",0,"1,399,545","1,385,924","1,011,759","25,122,303",84.89,15.11
304,Uxbridge,2016,"22,116,447",0,"1,433,942","1,585,918","1,103,939","26,240,246",84.28,15.72
305,Wakefield,2009,"33,672,292",0,"9,240,578","1,942,518","873,571","45,728,959",73.63,26.37
305,Wakefield,2010,"34,962,375",0,"9,555,398","2,020,062","983,219","47,521,054",73.57,26.43
305,Wakefield,2011,"36,943,172",0,"9,074,590","1,920,519","3,078,205","51,016,486",72.41,27.59
305,Wakefield,2012,"38,540,054",0,"9,437,799","1,979,106","3,072,251","53,029,210",72.68,27.32
305,Wakefield,2013,"39,763,808",0,"9,582,958","1,958,829","3,397,808","54,703,403",72.69,27.31
305,Wakefield,2014,"41,890,872",0,"10,454,199","2,017,900","3,719,452","58,082,423",72.12,27.88
305,Wakefield,2015,"45,916,151",0,"10,421,756","2,140,695","3,921,718","62,400,320",73.58,26.42
305,Wakefield,2016,"48,555,188",0,"10,600,495","2,169,662","3,639,720","64,965,065",74.74,25.26
306,Wales,2009,"2,209,109",0,"39,584","12,383","101,721","2,362,797",93.50,6.50
306,Wales,2010,"2,289,499",0,"41,181","12,918","112,132","2,455,730",93.23,6.77
306,Wales,2011,"2,337,356",0,"45,821","13,206","115,814","2,512,197",93.04,6.96
306,Wales,2012,"2,442,105",0,"48,125","14,007","121,353","2,625,590",93.01,6.99
306,Wales,2013,"2,501,408",0,"50,295","15,034","156,037","2,722,774",91.87,8.13
306,Wales,2014,"2,507,860",0,"52,053","15,273","159,302","2,734,488",91.71,8.29
306,Wales,2015,"2,539,091",0,"52,076","15,448","171,555","2,778,170",91.39,8.61
306,Wales,2016,"2,660,453",0,"54,801","13,410","178,129","2,906,793",91.53,8.47
307,Walpole,2009,"38,963,344",0,"3,593,716","2,756,820","1,257,156","46,571,036",83.66,16.34
307,Walpole,2010,"40,005,057",0,"3,881,420","2,849,608","1,738,534","48,474,619",82.53,17.47
307,Walpole,2011,"42,042,359",0,"3,998,276","2,916,439","1,901,424","50,858,498",82.67,17.33
307,Walpole,2012,"43,626,817",0,"4,076,866","2,976,045","1,922,651","52,602,379",82.94,17.06
307,Walpole,2013,"47,464,369",0,"4,522,416","3,300,095","2,359,702","57,646,582",82.34,17.66
307,Walpole,2014,"48,963,454",0,"4,676,565","3,421,613","2,535,422","59,597,054",82.16,17.84
307,Walpole,2015,"51,377,287",0,"4,857,892","3,422,245","2,513,811","62,171,235",82.64,17.36
307,Walpole,2016,"53,628,094",0,"5,021,699","3,476,582","2,652,902","64,779,277",82.79,17.21
308,Waltham,2009,"58,242,655",0,"50,846,623","13,314,110","6,662,379","129,065,767",45.13,54.87
308,Waltham,2010,"61,192,348",0,"58,095,993","13,323,731","7,352,816","139,964,888",43.72,56.28
308,Waltham,2011,"62,062,192",0,"62,230,796","13,412,801","8,270,352","145,976,141",42.52,57.48
308,Waltham,2012,"63,569,895",0,"63,306,765","14,692,083","9,302,250","150,870,993",42.14,57.86
308,Waltham,2013,"64,838,451",0,"65,262,945","14,691,695","10,094,747","154,887,838",41.86,58.14
308,Waltham,2014,"65,382,418",0,"68,025,005","14,741,759","10,773,163","158,922,345",41.14,58.86
308,Waltham,2015,"65,333,963",0,"70,595,952","14,975,323","12,095,459","163,000,697",40.08,59.92
308,Waltham,2016,"67,513,539",0,"71,736,112","15,199,928","13,452,152","167,901,731",40.21,59.79
309,Ware,2009,"9,436,088",0,"819,497","342,193","373,004","10,970,782",86.01,13.99
309,Ware,2010,"9,658,641",0,"873,366","365,787","392,284","11,290,078",85.55,14.45
309,Ware,2011,"9,934,411",0,"896,864","379,833","412,990","11,624,098",85.46,14.54
309,Ware,2012,"10,238,897",0,"937,008","394,978","369,956","11,940,839",85.75,14.25
309,Ware,2013,"10,443,092",0,"1,012,017","422,992","382,675","12,260,776",85.17,14.83
309,Ware,2014,"11,053,182",0,"1,094,132","474,011","386,085","13,007,410",84.98,15.02
309,Ware,2015,"11,282,743",0,"1,184,065","489,896","414,306","13,371,010",84.38,15.62
309,Ware,2016,"11,588,560",0,"1,384,211","504,904","408,530","13,886,205",83.45,16.55
310,Wareham,2009,"24,378,071",0,"3,101,241","520,127","727,734","28,727,173",84.86,15.14
310,Wareham,2010,"25,010,247",0,"3,277,788","546,000","881,863","29,715,898",84.16,15.84
310,Wareham,2011,"25,636,862",0,"3,515,864","590,526","1,012,123","30,755,375",83.36,16.64
310,Wareham,2012,"26,273,633",0,"3,650,850","611,258","1,030,462","31,566,203",83.23,16.77
310,Wareham,2013,"26,756,475",0,"4,024,947","682,176","1,166,891","32,630,489",82,18
310,Wareham,2014,"27,624,300",0,"4,173,804","729,186","1,357,523","33,884,813",81.52,18.48
310,Wareham,2015,"28,710,422",0,"4,152,425","719,510","1,382,762","34,965,119",82.11,17.89
310,Wareham,2016,"29,636,565",0,"4,388,570","745,619","1,566,434","36,337,188",81.56,18.44
311,Warren,2009,"4,879,265",0,"165,416","139,681","268,947","5,453,309",89.47,10.53
311,Warren,2010,"5,119,800",0,"162,978","141,252","309,266","5,733,296",89.30,10.70
311,Warren,2011,"4,801,924",0,"160,149","134,179","328,607","5,424,859",88.52,11.48
311,Warren,2012,"5,092,170",0,"167,308","141,193","344,487","5,745,158",88.63,11.37
311,Warren,2013,"5,116,495",0,"166,792","146,701","375,984","5,805,972",88.12,11.88
311,Warren,2014,"5,246,657",0,"176,251","150,034","400,935","5,973,877",87.83,12.17
311,Warren,2015,"5,091,577",0,"162,397","158,154","535,604","5,947,732",85.61,14.39
311,Warren,2016,"5,574,978",0,"173,402","167,329","599,897","6,515,606",85.56,14.44
312,Warwick,2009,"1,240,264",0,"17,149","1,916","31,793","1,291,122",96.06,3.94
312,Warwick,2010,"1,264,979",0,"25,675","1,923","35,277","1,327,854",95.26,4.74
312,Warwick,2011,"1,299,243",0,"24,580","1,987","37,622","1,363,432",95.29,4.71
312,Warwick,2012,"1,274,402",0,"23,605","1,955","38,947","1,338,909",95.18,4.82
312,Warwick,2013,"1,282,851",0,"24,166",0,"44,106","1,351,123",94.95,5.05
312,Warwick,2014,"1,340,701",0,"27,711",0,"43,386","1,411,798",94.96,5.04
312,Warwick,2015,"1,453,103",0,"29,894",0,"47,345","1,530,342",94.95,5.05
312,Warwick,2016,"1,416,627",0,"25,657",0,"48,138","1,490,422",95.05,4.95
313,Washington,2009,"773,136",0,"33,233","2,896","25,080","834,345",92.66,7.34
313,Washington,2010,"818,688",0,"26,673","2,845","29,476","877,682",93.28,6.72
313,Washington,2011,"834,934",0,"27,449","2,919","30,204","895,506",93.24,6.76
313,Washington,2012,"844,120",0,"29,767","3,004","27,707","904,598",93.31,6.69
313,Washington,2013,"845,805",0,"29,265","2,958","26,259","904,287",93.53,6.47
313,Washington,2014,"973,732",0,"29,322","3,724","28,575","1,035,353",94.05,5.95
313,Washington,2015,"992,099",0,"14,519","3,678","31,208","1,041,504",95.26,4.74
313,Washington,2016,"1,045,950",0,"15,656","3,931","29,989","1,095,526",95.47,4.53
314,Watertown,2009,"45,441,089",0,"14,838,197","5,185,529","2,082,963","67,547,778",67.27,32.73
314,Watertown,2010,"46,645,795",0,"15,231,466","5,560,391","2,352,234","69,789,886",66.84,33.16
314,Watertown,2011,"47,754,211",0,"16,051,145","5,935,242","2,591,136","72,331,734",66.02,33.98
314,Watertown,2012,"50,001,136",0,"16,149,609","6,131,944","2,800,055","75,082,744",66.59,33.41
314,Watertown,2013,"52,560,739",0,"16,442,779","6,535,738","2,832,163","78,371,419",67.07,32.93
314,Watertown,2014,"54,695,527",0,"17,977,174","7,116,915","2,766,408","82,556,024",66.25,33.75
314,Watertown,2015,"58,258,253",0,"18,854,105","6,779,255","2,817,285","86,708,898",67.19,32.81
314,Watertown,2016,"60,977,293",0,"20,154,213","7,001,392","2,906,267","91,039,165",66.98,33.02
315,Wayland,2009,"49,133,609",0,"1,586,369","483,008","548,556","51,751,542",94.94,5.06
315,Wayland,2010,"51,051,938",0,"1,582,930","507,601","565,902","53,708,371",95.05,4.95
315,Wayland,2011,"53,254,019",0,"1,679,814","537,108","657,072","56,128,013",94.88,5.12
315,Wayland,2012,"52,655,113",0,"1,666,057","530,645","662,384","55,514,199",94.85,5.15
315,Wayland,2013,"49,286,642",0,"1,979,102","80,088","670,358","52,016,190",94.75,5.25
315,Wayland,2014,"51,577,209",0,"2,201,620","82,874","727,136","54,588,839",94.48,5.52
315,Wayland,2015,"56,549,206",0,"2,213,245","83,099","740,742","59,586,292",94.90,5.10
315,Wayland,2016,"55,405,556",0,"2,139,613","79,296","750,415","58,374,880",94.91,5.09
316,Webster,2009,"12,636,744",0,"2,568,456","369,242","410,424","15,984,866",79.05,20.95
316,Webster,2010,"12,907,086",0,"2,758,610","391,157","476,370","16,533,223",78.07,21.93
316,Webster,2011,"13,586,667",0,"2,925,052","417,018","578,100","17,506,837",77.61,22.39
316,Webster,2012,"14,021,055",0,"3,094,390","424,187","568,313","18,107,945",77.43,22.57
316,Webster,2013,"14,258,910",0,"3,191,863","457,652","567,163","18,475,588",77.18,22.82
316,Webster,2014,"15,082,994",0,"3,226,131","401,069","562,023","19,272,217",78.26,21.74
